002c9f31-e087-4b7c-9f46-2626e117df99,Urban,Innovation in Urban Solutions,https://www.hatch.com/-/media/Hatch-Corporate/Homepage/Urban-Solutions-home.jpg?h=400&iar=0&w=1200&hash=DBD88FB0BA1B49EAB0FF22B03BBEDC73,"Smarter cities arent a social ideal, theyre an economic imperative",https://www.hatch.com/Projects/Infrastructure/The-socioeconomic-impact-of-the-Gautrain-study
391b39ce-e540-48db-bd83-eac37c101417,Energy,Responding to the energy transition,https://www.hatch.com/-/media/Hatch-Corporate/Banner/Responding-to-the-energy-transition-home.jpg?h=440&iar=0&w=1200&hash=66CB2AE82FDDCEC00C59F26E7EBB463B,Championing a low carbon future,https://www.hatch.com/Expertise/Topics/Responsible-Energy
e5ba49bd-f884-4879-b2cd-56690ad03551,Mining,Innovation in Mining,https://www.hatch.com/-/media/Hatch-Corporate/Banner/Innovation-in-Mining.jpg?h=580&iar=0&w=1920&hash=C5D1730B1A75F24F84B195A8D98BFFF8,A step change begins with a vision of what is possible,https://www.hatch.com/Expertise/Topics/Innovation-in-Mining
